compute_processes,cpu_percent,full_sample_ns,gpu_clock_mhz,gpu_memory_bytes,gpu_memory_util_percent,gpu_power_w,gpu_temp_c,gpu_util_percent,major_faults,minor_faults,monotonic_ns,pids,process_swap_bytes,pss_bytes,read_bytes,rss_bytes,swap_in_bytes,swap_out_bytes,swap_used_bytes,system_anon_bytes,system_available_bytes,system_cached_bytes,system_cpu_percent,system_mlocked_bytes,system_sreclaimable_bytes,system_total_bytes,system_used_bytes,time_s,uss_bytes,vmhwm_bytes,vms_bytes,write_bytes
"[{""pid"": 2622421, ""bytes"": 31719424000}]",100.8,2150322075217368,2032,32314359808,1,575.733,80,100,1545,21797836,2150322957106140,"[2622421, 2627614]",0,41244127232,73297739776,42048081920,16965840896,32445517824,434962432,39861235712,152681103360,7165964288,4.1,28299264,2393894912,200083849216,47402745856,24.299965444,41217912832,55925157888,408496992256,364490752
"[{""pid"": 2622421, ""bytes"": 31719424000}]",109.2,2150322075217368,2032,32314359808,1,575.733,80,100,1545,21797842,2150323057178941,"[2622421, 2627614]",0,41244127232,73297739776,42048081920,16965840896,32445517824,434962432,39861510144,152680804352,7165661184,3.7,28299264,2393894912,200083849216,47403044864,24.400038245,41217912832,55925157888,408496992256,364572672
"[{""pid"": 2622421, ""bytes"": 31954305024}]",203.7,2150323157363212,2055,32549240832,5,575.17,76,100,1547,21893614,2150323157363212,"[2622421, 2627614]",0,42334756864,73386074112,42164666368,16965840896,32445517824,434962432,40250376192,152356859904,7171223552,8.1,28299264,2393960448,200083849216,47726989312,24.500222516,42308497408,55925157888,408496992256,365678592
"[{""pid"": 2622421, ""bytes"": 31954305024}]",232.39999999999998,2150323157363212,2055,32549240832,5,575.17,76,100,1547,21893665,2150323379365046,"[2622421, 2627614]",0,42334756864,73686790144,42437820416,16965840896,32445517824,434962432,40250376192,152357404672,7171768320,0.0,28299264,2393968640,200083849216,47726444544,24.72222435,42308497408,55925157888,408496992256,367595520
"[{""pid"": 2622421, ""bytes"": 31954305024}]",99.9,2150323157363212,2055,32549240832,5,575.17,76,100,1547,21893672,2150323479465238,"[2622421, 2627614]",0,42334756864,73686790144,42438082560,16965840896,32445517824,434962432,40251604992,152356302848,7171125248,4.0,28299264,2393989120,200083849216,47727546368,24.822324542,42308497408,55925157888,408496992256,367882240
"[{""pid"": 2622421, ""bytes"": 31954305024}]",241.1,2150323157363212,2055,32549240832,5,575.17,76,100,1549,21932049,2150323579607691,"[2622421, 2627614]",0,42334756864,73829056512,42592821248,16965840896,32445517824,434962432,40406798336,152233119744,7181668352,8.4,28299264,2393993216,200083849216,47850729472,24.922466995,42308497408,55925157888,408496992256,369242112
"[{""pid"": 2622421, ""bytes"": 32189186048}]",330.3,2150323157363212,2107,32786219008,74,572.909,75,100,1550,21989479,2150323679725687,"[2622421, 2627614]",0,42334756864,74074296320,42827440128,16965840896,32445517824,434962432,40641634304,152036466688,7174537216,11.0,28299264,2394066944,200083849216,48047382528,25.022584991,42308497408,55925157888,408496992256,370843648
"[{""pid"": 2622421, ""bytes"": 32189186048}]",99.1,2150323157363212,2107,32786219008,74,572.909,75,100,1550,21989487,2150323779884089,"[2622421, 2627614, 2627890]",0,42334756864,74074300416,43029286912,16965840896,32445517824,434962432,40827088896,152036241408,7174766592,5.0,28299264,2394075136,200083849216,48047607808,25.122743393,42308497408,55925157888,409202262016,371118080
"[{""pid"": 2622421, ""bytes"": 32189186048}]",110.3,2150323157363212,2107,32786219008,74,572.909,75,100,1550,21989498,2150323880018686,"[2622421, 2627614]",0,42334756864,74074300416,42826911744,16965840896,32445517824,434962432,40711667712,152027209728,7175860224,6.6,28299264,2394087424,200083849216,48056639488,25.22287799,42308497408,55925157888,408496992256,371519488
"[{""pid"": 2622421, ""bytes"": 32189186048}]",224.1,2150323157363212,2107,32786219008,74,572.909,75,100,1551,22018402,2150323980155769,"[2622421, 2627614]",0,42334756864,74151665664,42945040384,16965840896,32445517824,434962432,40759246848,151977242624,7188254720,7.8,28299264,2394116096,200083849216,48106606592,25.323015073,42308497408,55925157888,408496992256,372748288
"[{""pid"": 2622421, ""bytes"": 32424067072}]",288.4,2150323157363212,2107,33021100032,74,572.909,75,100,1552,22085314,2150324080255210,"[2622421, 2627614]",0,42334756864,74462498816,43218345984,16965840896,32445517824,434962432,41031704576,151786373120,7180263424,9.8,28299264,2394169344,200083849216,48297476096,25.423114514,42308497408,55925157888,408496992256,374648832
"[{""pid"": 2622421, ""bytes"": 32424067072}]",110.1,2150324180344211,2107,33021100032,55,572.858,80,98,1552,22085331,2150324180344211,"[2622421, 2627614]",0,43195056128,74462502912,43217903616,16965840896,32445517824,434962432,41031790592,151761457152,7180939264,6.4,28299264,2394189824,200083849216,48322392064,25.523203515,43168796672,55925157888,408496992256,374910976
"[{""pid"": 2622421, ""bytes"": 32424067072}]",201.0,2150324180344211,2107,33021100032,55,572.858,80,98,1552,22085334,2150324364243968,"[2622421, 2627614]",0,43195056128,74462502912,43218165760,16965840896,32445517824,434962432,41031794688,151761457152,7180939264,6.7,28299264,2394189824,200083849216,48322392064,25.707103272,43168796672,55925157888,408496992256,375173120
"[{""pid"": 2622421, ""bytes"": 32658948096}]",310.8,2150324180344211,2107,33255981056,55,572.858,80,98,1554,22180421,2150324464375189,"[2622421, 2627614]",0,43195056128,74787680256,43605590016,16965840896,32445517824,434962432,41417863168,151511244800,7187345408,10.9,28299264,2394243072,200083849216,48572604416,25.807234493,43168796672,55925157888,408496992256,377507840
"[{""pid"": 2622421, ""bytes"": 32658948096}]",174.4,2150324180344211,2107,33255981056,55,572.858,80,98,1555,22181145,2150324564488216,"[2622421, 2627614]",0,43195056128,74850258944,43608109056,16965840896,32445517824,434962432,41421516800,151505129472,7185141760,5.8,28299264,2394271744,200083849216,48578719744,25.90734752,43168796672,55925157888,408496992256,378204160
"[{""pid"": 2622421, ""bytes"": 32658948096}]",100.4,2150324180344211,2032,33255981056,1,574.689,80,100,1555,22181151,2150324664561198,"[2622421, 2627614]",0,43195056128,74850263040,43607322624,16965840896,32445517824,434962432,41421545472,151505256448,7185231872,4.1,28299264,2394275840,200083849216,48578592768,26.007420502,43168796672,55925157888,408496992256,378449920
"[{""pid"": 2622421, ""bytes"": 32658948096}]",99.5,2150324180344211,2032,33255981056,1,574.689,80,100,1555,22181157,2150324764634169,"[2622421, 2627614]",0,43195056128,74850263040,43607322624,16965840896,32445517824,434962432,41421582336,151505518592,7185797120,3.8,28299264,2394292224,200083849216,48578330624,26.107493473,43168796672,55925157888,408496992256,378679296
"[{""pid"": 2622421, ""bytes"": 32793165824}]",276.4,2150324180344211,2032,33392295936,1,574.689,80,100,1556,22257335,2150324864806017,"[2622421, 2627614]",0,43195056128,75127029760,43918331904,16965840896,32445517824,434962432,41731665920,151252299776,7193137152,9.2,28299264,2394337280,200083849216,48831549440,26.207665321,43168796672,55925157888,408496992256,380616704
"[{""pid"": 2622421, ""bytes"": 32860274688}]",211.79999999999998,2150324180344211,2032,33459404800,1,574.689,80,100,1557,22276968,2150324964921268,"[2622421, 2627614, 2627913]",0,43195056128,75238920192,44012638208,16965840896,32445517824,434962432,41814560768,150937354240,7190605824,8.9,28299264,2394370048,200083849216,49146494976,26.307780572,43168796672,55925157888,408830271488,381792256
"[{""pid"": 2622421, ""bytes"": 32860274688}]",100.0,2150324180344211,2032,33459404800,1,574.689,80,100,1557,22276980,2150325065039084,"[2622421, 2627614]",0,43195056128,75238920192,43998482432,16965840896,32445517824,434962432,41811877888,150913142784,7190872064,5.6,28299264,2394386432,200083849216,49170706432,26.407898388,43168796672,55925157888,408496992256,382169088
"[{""pid"": 2622421, ""bytes"": 32860274688}]",110.4,2150324180344211,2040,33459404800,1,576.872,80,100,1557,22276986,2150325165118287,"[2622421, 2627614]",0,43195056128,75238924288,43997696000,16965840896,32445517824,434962432,41811890176,150912708608,7190941696,3.8,28299264,2394390528,200083849216,49171140608,26.507977591,43168796672,55925157888,408496992256,382418944
"[{""pid"": 2622421, ""bytes"": 33128710144}]",244.3,2150325265267111,2040,33727840256,1,576.872,80,100,1560,22372808,2150325265267111,"[2622421, 2627614]",0,44362305536,75455045632,44307779584,16965840896,32445517824,434962432,42201972736,150631137280,7195164672,7.2,28299264,2394476544,200083849216,49452711936,26.608126415,44336046080,55925157888,408496992256,384143360
"[{""pid"": 2622421, ""bytes"": 33128710144}]",188.60000000000002,2150325265267111,2040,33727840256,1,576.872,80,100,1560,22372808,2150325469024819,"[2622421, 2627614]",0,44362305536,75626754048,44387659776,16965840896,32445517824,434962432,42201972736,150631137280,7195492352,7.1,28299264,2394480640,200083849216,49452711936,26.811884123,44336046080,55925157888,408496992256,385409024
"[{""pid"": 2622421, ""bytes"": 33128710144}]",99.5,2150325265267111,2040,33727840256,1,576.872,80,100,1560,22372814,2150325569120774,"[2622421, 2627614]",0,44362305536,75626754048,44387921920,16965840896,32445517824,434962432,42202001408,150631448576,7195447296,3.4,28299264,2394488832,200083849216,49452400640,26.911980078,44336046080,55925157888,408496992256,385679360
"[{""pid"": 2622421, ""bytes"": 33296482304}]",296.4,2150325265267111,2062,33895612416,24,574.099,76,100,1561,22448942,2150325669281420,"[2622421, 2627614]",0,44362305536,75826606080,44699385856,16965840896,32445517824,434962432,42510987264,150280749056,7206678528,9.8,28299264,2394509312,200083849216,49803100160,27.012140724,44336046080,55925157888,408496992256,387399680
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.7,2150325265267111,2062,33895612416,24,574.099,76,100,1562,22449053,2150325769423101,"[2622421, 2627614]",0,44362305536,75935322112,44697935872,16965840896,32445517824,434962432,42512384000,150273585152,7198502912,4.4,28299264,2394542080,200083849216,49810264064,27.112282405,44336046080,55925157888,408496992256,388112384
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.3,2150325265267111,2062,33895612416,24,574.099,76,100,1562,22449059,2150325869487747,"[2622421, 2627614]",0,44362305536,75935322112,44698460160,16965840896,32445517824,434962432,42512412672,150274338816,7199326208,3.8,28299264,2394558464,200083849216,49809510400,27.212347051,44336046080,55925157888,408496992256,388370432
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.8,2150325265267111,2062,33895612416,24,574.099,76,100,1562,22449067,2150325969580626,"[2622421, 2627614]",0,44362305536,75935322112,44698722304,16965840896,32445517824,434962432,42512441344,150274719744,7199682560,3.8,28299264,2394570752,200083849216,49809129472,27.31243993,44336046080,55925157888,408496992256,388624384
"[{""pid"": 2622421, ""bytes"": 33296482304}]",288.6,2150325265267111,2062,33895612416,24,574.099,76,100,1563,22497529,2150326069729380,"[2622421, 2627614, 2627918]",0,44362305536,76094238720,44997259264,16965840896,32445517824,434962432,42792108032,150033051648,7213088768,10.5,28299264,2394578944,200083849216,50050797568,27.412588684,44336046080,55925157888,409202085888,390164480
"[{""pid"": 2622421, ""bytes"": 33296482304}]",122.8,2150325265267111,2130,33897709568,63,567.214,74,81,1563,22507052,2150326169841735,"[2622421, 2627614, 2627923]",0,44362305536,76168667136,45146124288,16965840896,32445517824,434962432,42942304256,149804666880,7202127872,7.4,28299264,2394632192,200083849216,50279182336,27.512701039,44336046080,55925157888,409202262016,391004160
"[{""pid"": 2622421, ""bytes"": 33296482304}]",121.2,2150326269911470,2130,33897709568,63,567.214,74,81,1564,22544773,2150326269911470,"[2622421, 2627614]",0,44911964160,76168667136,44934836224,16965840896,32445517824,434962432,42902482944,149754941440,7206252544,6.7,28299264,2394664960,200083849216,50328907776,27.612770774,44885704704,55925157888,408496992256,391376896
"[{""pid"": 2622421, ""bytes"": 33296482304}]",222.2,2150326269911470,2130,33897709568,63,567.214,74,81,1564,22544773,2150326462028948,"[2622421, 2627614]",0,44911964160,76220366848,45088190464,16965840896,32445517824,434962432,42902482944,149749755904,7209611264,5.3,28299264,2394664960,200083849216,50334093312,27.804888252,44885704704,55925157888,408496992256,391770112
"[{""pid"": 2622421, ""bytes"": 33296482304}]",307.1,2150326269911470,2130,33897709568,63,567.214,74,81,1566,22602848,2150326562209501,"[2622421, 2627614]",0,44911964160,76554473472,45324238848,16965840896,32445517824,434962432,43137728512,149546164224,7213584384,11.2,28299264,2394726400,200083849216,50537684992,27.905068805,44885704704,55925157888,408496992256,394252288
"[{""pid"": 2622421, ""bytes"": 33296482304}]",101.6,2150326269911470,2145,33897709568,24,548.546,80,35,1566,22602887,2150326662279086,"[2622421, 2627614]",0,44911964160,76555382784,45324763136,16965840896,32445517824,434962432,43138224128,149538508800,7205777408,3.8,28299264,2394746880,200083849216,50545340416,28.00513839,44885704704,55925157888,408496992256,394665984
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.3,2150326269911470,2145,33897709568,24,548.546,80,35,1566,22602893,2150326762360854,"[2622421, 2627614]",0,44911964160,76555382784,45323976704,16965840896,32445517824,434962432,43138248704,149537992704,7205777408,3.5,28299264,2394746880,200083849216,50545856512,28.105220158,44885704704,55925157888,408496992256,394891264
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.3,2150326269911470,2145,33897709568,24,548.546,80,35,1566,22602898,2150326862452451,"[2622421, 2627614]",0,44911964160,76555382784,45324238848,16965840896,32445517824,434962432,43138269184,149538627584,7206428672,4.1,28299264,2394763264,200083849216,50545221632,28.205311755,44885704704,55925157888,408496992256,395087872
"[{""pid"": 2622421, ""bytes"": 33296482304}]",185.8,2150326269911470,2145,33897709568,24,548.546,80,35,1567,22659594,2150326962640439,"[2622421, 2627614]",0,44911964160,76741980160,45555216384,16965840896,32445517824,434962432,43369218048,149324021760,7216734208,6.7,28299264,2394771456,200083849216,50759827456,28.305499743,44885704704,55925157888,408496992256,396120064
"[{""pid"": 2622421, ""bytes"": 33296482304}]",312.70000000000005,2150326269911470,2145,33897709568,24,548.546,80,35,1568,22698704,2150327062753405,"[2622421, 2627614]",0,44911964160,76943286272,45714563072,16965840896,32445517824,434962432,43528253440,149182341120,7210213376,9.8,28299264,2394845184,200083849216,50901508096,28.405612709,44885704704,55925157888,408496992256,397975552
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.69999999999999,2150326269911470,2100,33897709568,48,542.804,81,66,1568,22698710,2150327162817519,"[2622421, 2627614]",0,44911964160,76943286272,45715087360,16965840896,32445517824,434962432,43528286208,149182595072,7210504192,3.5,28299264,2394853376,200083849216,50901254144,28.505676823,44885704704,55925157888,408496992256,398249984
"[{""pid"": 2622421, ""bytes"": 33296482304}]",98.6,2150326269911470,2100,33897709568,48,542.804,81,66,1568,22698721,2150327262906931,"[2622421, 2627614, 2627935]",0,44911964160,76943286272,45981425664,16965840896,32445517824,434962432,43772272640,148917870592,7210708992,6.7,28299264,2394865664,200083849216,51165978624,28.605766235,44885704704,55925157888,409438797824,398528512
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.8,2150327362980052,2100,33897709568,48,542.804,81,66,1570,22756299,2150327362980052,"[2622421, 2627614]",0,45846413312,76943290368,45714563072,16965840896,32445517824,434962432,43760467968,149046792192,7215013888,7.9,28299264,2394914816,200083849216,51037057024,28.705839356,45820153856,55925157888,408496992256,399032320
"[{""pid"": 2622421, ""bytes"": 33296482304}]",255.8,2150327362980052,2100,33897709568,48,542.804,81,66,1570,22756299,2150327581939041,"[2622421, 2627614]",0,45846413312,77176766464,45948723200,16965840896,32445517824,434962432,43760844800,149046534144,7214702592,6.7,28299264,2394914816,200083849216,51037315072,28.924798345,45820153856,55925157888,408496992256,401096704
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.3,2150327362980052,2085,33897709568,0,498.209,75,0,1570,22756305,2150327682036849,"[2622421, 2627614]",0,45846413312,77176766464,45948985344,16965840896,32445517824,434962432,43762356224,149045764096,7214387200,3.8,28299264,2394959872,200083849216,51038085120,29.024896153,45820153856,55925157888,408496992256,401375232
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.0,2150327362980052,2085,33897709568,0,498.209,75,0,1570,22756310,2150327782126282,"[2622421, 2627614]",0,45846413312,77176766464,45948284928,16965840896,32445517824,434962432,43762380800,149045895168,7214489600,3.8,28299264,2394963968,200083849216,51037954048,29.124985586,45820153856,55925157888,408496992256,401612800
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.0,2150327362980052,2085,33897709568,0,498.209,75,0,1570,22756316,2150327882211767,"[2622421, 2627614]",0,45846413312,77176766464,45948284928,16965840896,32445517824,434962432,43762405376,149046583296,7215243264,3.7,28299264,2394980352,200083849216,51037265920,29.225071071,45820153856,55925157888,408496992256,401838080
"[{""pid"": 2622421, ""bytes"": 33296482304}]",378.3,2150327362980052,2085,33897709568,0,498.209,75,0,1571,22756633,2150327982327258,"[2622421, 2627614]",0,45846413312,77176766464,45949026304,16965840896,32445517824,434962432,43762425856,149047947264,7216582656,11.9,28299264,2395017216,200083849216,51035901952,29.325186562,45820153856,55925157888,408496992256,403185664
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.0,2150327362980052,2085,33897709568,0,498.209,75,0,1571,22756639,2150328082418935,"[2622421, 2627614]",0,45846413312,77176766464,45949288448,16965840896,32445517824,434962432,43762573312,149048549376,7216816128,3.8,28299264,2395025408,200083849216,51035299840,29.425278239,45820153856,55925157888,408496992256,403423232
"[{""pid"": 2622421, ""bytes"": 33296482304}]",90.2,2150327362980052,2250,33897709568,64,518.842,80,93,1571,22756646,2150328182506263,"[2622421, 2627614]",0,45846413312,77176766464,45949550592,16965840896,32445517824,434962432,43762606080,149048930304,7217172480,3.8,28299264,2395037696,200083849216,51034918912,29.525365567,45820153856,55925157888,408496992256,403648512
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.6,2150327362980052,2250,33897709568,64,518.842,80,93,1571,22756652,2150328282597439,"[2622421, 2627614]",0,45846413312,77176766464,45949812736,16965840896,32445517824,434962432,43762630656,149057069056,7217336320,4.0,28299264,2395041792,200083849216,51026780160,29.625456743,45820153856,55925157888,408496992256,403857408
"[{""pid"": 2622421, ""bytes"": 33296482304}]",168.8,2150328382691140,2250,33897709568,64,518.842,80,93,1572,22756817,2150328382691140,"[2622421, 2627614, 2627946]",0,45926023168,77176770560,46083588096,16965840896,32445517824,434962432,43763027968,148905377792,7219351552,8.1,28299264,2395099136,200083849216,51178471424,29.725550444,45899763712,55925157888,409202262016,404070400
"[{""pid"": 2622421, ""bytes"": 33296482304}]",202.1,2150328382691140,2250,33897709568,64,518.842,80,93,1572,22756817,2150328585731979,"[2622421, 2627614]",0,45926023168,77176774656,45948878848,16965840896,32445517824,434962432,43762982912,148905385984,7219351552,0.0,28299264,2395099136,200083849216,51178463232,29.928591283,45899763712,55925157888,408496992256,405131264
"[{""pid"": 2622421, ""bytes"": 33296482304}]",99.9,2150328382691140,2025,33897709568,1,578.891,80,100,1572,22756824,2150328685784282,"[2622421, 2627614]",0,45926023168,77176774656,45949403136,16965840896,32445517824,434962432,43762601984,148905828352,7219712000,4.0,28299264,2395070464,200083849216,51178020864,30.028643586,45899763712,55925157888,408496992256,405413888
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.5,2150328382691140,2025,33897709568,1,578.891,80,100,1572,22756831,2150328785847856,"[2622421, 2627614]",0,45926023168,77176774656,45949665280,16965840896,32445517824,434962432,43762630656,148906139648,7220072448,4.1,28299264,2395074560,200083849216,51177709568,30.12870716,45899763712,55925157888,408496992256,405676032
"[{""pid"": 2622421, ""bytes"": 33296482304}]",178.0,2150328382691140,2025,33897709568,1,578.891,80,100,1573,22756971,2150328885910768,"[2622421, 2627614]",0,45926023168,77176774656,45949140992,16965840896,32445517824,434962432,43762663424,148906909696,7220760576,5.3,28299264,2395099136,200083849216,51176939520,30.228770072,45899763712,55925157888,408496992256,406380544
"[{""pid"": 2622421, ""bytes"": 33296482304}]",111.39999999999999,2150328382691140,2025,33897709568,1,578.891,80,100,1573,22756979,2150328985957520,"[2622421, 2627614]",0,45926023168,77176778752,45948243968,16965840896,32445517824,434962432,43762683904,148907094016,7220981760,4.1,28299264,2395099136,200083849216,51176755200,30.328816824,45899763712,55925157888,408496992256,406646784
"[{""pid"": 2622421, ""bytes"": 33296482304}]",99.8,2150328382691140,2025,33897709568,1,578.891,80,100,1573,22756984,2150329086016465,"[2622421, 2627614]",0,45926023168,77176778752,45948506112,16965840896,32445517824,434962432,43762704384,148916080640,7221678080,3.7,28299264,2395115520,200083849216,51167768576,30.428875769,45899763712,55925157888,408496992256,406839296
"[{""pid"": 2622421, ""bytes"": 33296482304}]",99.8,2150328382691140,2047,33897709568,1,577.323,80,100,1573,22756990,2150329186074719,"[2622421, 2627614]",0,45926023168,77176778752,45948768256,16965840896,32445517824,434962432,43762831360,148924559360,7221911552,3.8,28299264,2395123712,200083849216,51159289856,30.528934023,45899763712,55925157888,408496992256,407011328
"[{""pid"": 2622421, ""bytes"": 33296482304}]",179.5,2150328382691140,2047,33897709568,1,577.323,80,100,1573,22757133,2150329286177166,"[2622421, 2627614]",0,45926023168,77176778752,45949292544,16965840896,32445517824,434962432,43763257344,148925317120,7222661120,5.3,28299264,2395144192,200083849216,51158532096,30.62903647,45899763712,55925157888,408496992256,407707648
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.3,2150329386269644,2047,33897709568,1,577.323,80,100,1573,22757154,2150329386269644,"[2622421, 2627614]",0,45921242112,77176778752,45949554688,16965840896,32445517824,434962432,44006408192,148732620800,7223214080,6.6,28299264,2395156480,200083849216,51351228416,30.729128948,45900136448,55925157888,408496992256,407932928
"[{""pid"": 2622421, ""bytes"": 33296482304}]",199.6,2150329386269644,2047,33897709568,1,577.323,80,100,1573,22757157,2150329585701954,"[2622421, 2627614, 2627958]",0,45921242112,77176778752,46219038720,16965840896,32445517824,434962432,44006948864,148732620800,7223214080,6.3,28299264,2395156480,200083849216,51351228416,30.928561258,45900136448,55925157888,409438793728,408211456
"[{""pid"": 2622421, ""bytes"": 33296482304}]",170.3,2150329386269644,2070,33897709568,26,574.213,77,100,1574,22757305,2150329685804031,"[2622421, 2627614]",0,45921242112,77176782848,45948588032,16965840896,32445517824,434962432,43763372032,148709818368,7224578048,8.4,28299264,2395185152,200083849216,51374030848,31.028663335,45900136448,55925157888,408496992256,409284608
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.6,2150329386269644,2070,33897709568,26,574.213,77,100,1574,22757312,2150329785860751,"[2622421, 2627614]",0,45921242112,77176782848,45948850176,16965840896,32445517824,434962432,43763372032,148710543360,7225393152,3.8,28299264,2395168768,200083849216,51373305856,31.128720055,45900136448,55925157888,408496992256,409538560
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.0,2150329386269644,2070,33897709568,26,574.213,77,100,1574,22757318,2150329885920849,"[2622421, 2627614]",0,45921242112,77176782848,45949112320,16965840896,32445517824,434962432,43763396608,148710797312,7225622528,3.8,28299264,2395176960,200083849216,51373051904,31.228780153,45900136448,55925157888,408496992256,409759744
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.4,2150329386269644,2070,33897709568,26,574.213,77,100,1574,22757325,2150329985987759,"[2622421, 2627614]",0,45921242112,77176782848,45949374464,16965840896,32445517824,434962432,43763417088,148711292928,7226044416,3.8,28299264,2395181056,200083849216,51372556288,31.328847063,45900136448,55925157888,408496992256,409972736
"[{""pid"": 2622421, ""bytes"": 33296482304}]",177.8,2150329386269644,2070,33897709568,26,574.213,77,100,1574,22757469,2150330086082080,"[2622421, 2627614]",0,45921242112,77176782848,45949898752,16965840896,32445517824,434962432,43763458048,148728328192,7226601472,6.2,28299264,2395205632,200083849216,51355521024,31.428941384,45900136448,55925157888,408496992256,410664960
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.6,2150329386269644,2122,33897709568,83,572.264,79,98,1574,22757475,2150330186167595,"[2622421, 2627614]",0,45921242112,77176786944,45949374464,16965840896,32445517824,434962432,43761168384,148728553472,7227035648,3.5,28299264,2395213824,200083849216,51355295744,31.529026899,45900136448,55925157888,408496992256,410906624
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.2,2150329386269644,2122,33897709568,83,572.264,79,98,1574,22757481,2150330286236139,"[2622421, 2627614]",0,45921242112,77176786944,45949636608,16965840896,32445517824,434962432,43761184768,148728483840,7227265024,4.1,28299264,2395217920,200083849216,51355365376,31.629095443,45900136448,55925157888,408496992256,411078656
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.1,2150330386287880,2122,33897709568,83,572.264,79,98,1575,22757637,2150330386287880,"[2622421, 2627614]",0,45926887424,77176786944,45949636608,16965840896,32445517824,434962432,43761217536,148713312256,7228334080,6.7,28299264,2395234304,200083849216,51370536960,31.729147184,45900627968,55925157888,408496992256,411262976
"[{""pid"": 2622421, ""bytes"": 33296482304}]",230.2,2150330386287880,2122,33897709568,83,572.264,79,98,1575,22757637,2150330580790055,"[2622421, 2627614]",0,45926887424,77176786944,45949390848,16965840896,32445517824,434962432,43761672192,148713312256,7228334080,12.5,28299264,2395234304,200083849216,51370536960,31.923649359,45900627968,55925157888,408496992256,411938816
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.3,2150330386287880,2062,33897709568,40,573.902,80,100,1575,22757645,2150330680849971,"[2622421, 2627614, 2627971]",0,45926887424,77176786944,45966168064,16965840896,32445517824,434962432,43764363264,148713922560,7228899328,3.8,28299264,2395258880,200083849216,51369926656,32.023709275,45900627968,55925157888,408998064128,412237824
"[{""pid"": 2622421, ""bytes"": 33296482304}]",98.7,2150330386287880,2062,33897709568,40,573.902,80,100,1575,22757656,2150330780942640,"[2622421, 2627614, 2627976]",0,45926887424,77176795136,46085443584,16965840896,32445517824,434962432,43879723008,148598972416,7229521920,6.7,28299264,2395262976,200083849216,51484876800,32.123801944,45900627968,55925157888,409202262016,412667904
"[{""pid"": 2622421, ""bytes"": 33296482304}]",181.29999999999998,2150330386287880,2062,33897709568,40,573.902,80,100,1576,22757805,2150330881051920,"[2622421, 2627614]",0,45926887424,77176795136,45949067264,16965840896,32445517824,434962432,43761311744,148682850304,7230820352,6.6,28299264,2395295744,200083849216,51400998912,32.223911224,45900627968,55925157888,408496992256,413573120
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.6,2150330386287880,2062,33897709568,40,573.902,80,100,1576,22757812,2150330981141312,"[2622421, 2627614]",0,45926887424,77176795136,45949067264,16965840896,32445517824,434962432,43761340416,148683407360,7231307776,3.8,28299264,2395299840,200083849216,51400441856,32.324000616,45900627968,55925157888,408496992256,413827072
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.1,2150330386287880,2062,33897709568,40,573.902,80,100,1576,22757818,2150331081217149,"[2622421, 2627614]",0,45926887424,77176795136,45949329408,16965840896,32445517824,434962432,43761364992,148691922944,7231541248,4.1,28299264,2395312128,200083849216,51391926272,32.424076453,45900627968,55925157888,408496992256,414048256
"[{""pid"": 2622421, ""bytes"": 33296482304}]",99.9,2150330386287880,2017,33897709568,1,575.603,80,100,1576,22757824,2150331181309477,"[2622421, 2627614]",0,45926887424,77176795136,45949591552,16965840896,32445517824,434962432,43761491968,148704059392,7231766528,3.7,28299264,2395320320,200083849216,51379789824,32.524168781,45900627968,55925157888,408496992256,414232576
"[{""pid"": 2622421, ""bytes"": 33296482304}]",168.70000000000002,2150330386287880,2017,33897709568,1,575.603,80,100,1576,22757970,2150331281387257,"[2622421, 2627614]",0,45926887424,77176795136,45950115840,16965840896,32445517824,434962432,43761512448,148719534080,7232450560,5.6,28299264,2395336704,200083849216,51364315136,32.624246561,45900627968,55925157888,408496992256,414916608
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.3,2150330386287880,2017,33897709568,1,575.603,80,100,1576,22757975,2150331381446082,"[2622421, 2627614]",0,45926887424,77176799232,45949591552,16965840896,32445517824,434962432,43761541120,148719607808,7232544768,3.8,28299264,2395344896,200083849216,51364241408,32.724305386,45900627968,55925157888,408496992256,415150080
