compute_processes,cpu_percent,full_sample_ns,gpu_clock_mhz,gpu_memory_bytes,gpu_memory_util_percent,gpu_power_w,gpu_temp_c,gpu_util_percent,major_faults,minor_faults,monotonic_ns,pids,process_swap_bytes,pss_bytes,read_bytes,rss_bytes,swap_in_bytes,swap_out_bytes,swap_used_bytes,system_anon_bytes,system_available_bytes,system_cached_bytes,system_cpu_percent,system_mlocked_bytes,system_sreclaimable_bytes,system_total_bytes,system_used_bytes,time_s,uss_bytes,vmhwm_bytes,vms_bytes,write_bytes
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.69999999999999,2150370517133555,2025,33897709568,1,578.508,81,100,1659,22786282,2150371403687433,"[2622421, 2627614]",0,45965860864,77176971264,45988233216,16965840896,32445517824,434962432,43802513408,149021589504,7453548544,4.1,28299264,2400653312,200083849216,51062259712,72.746546737,45939601408,55925157888,408512999424,586907648
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.8,2150370517133555,2025,33897709568,1,578.508,81,100,1659,22786288,2150371503779450,"[2622421, 2627614]",0,45965860864,77176971264,45988495360,16965840896,32445517824,434962432,43802529792,149022007296,7454232576,3.8,28299264,2400669696,200083849216,51061841920,72.846638754,45939601408,55925157888,408512999424,587116544
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.0,2150371603862640,2047,33897709568,1,572.836,78,100,1660,22786443,2150371603862640,"[2622421, 2627614]",0,45965856768,77176971264,45987971072,16965840896,32445517824,434962432,43802570752,149023297536,7455510528,6.6,28299264,2400702464,200083849216,51060551680,72.946721944,45939597312,55925157888,408512999424,587329536
"[{""pid"": 2622421, ""bytes"": 33296482304}]",231.10000000000002,2150371603862640,2047,33897709568,1,572.836,78,100,1660,22786443,2150371793742458,"[2622421, 2627614]",0,45965856768,77176971264,45988495360,16965840896,32445517824,434962432,43802570752,149023297536,7455510528,6.7,28299264,2400702464,200083849216,51060551680,73.136601762,45939597312,55925157888,408512999424,588025856
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.5,2150371603862640,2047,33897709568,1,572.836,78,100,1660,22786449,2150371893844855,"[2622421, 2627614]",0,45965856768,77176971264,45988757504,16965840896,32445517824,434962432,43802599424,149023354880,7455801344,3.8,28299264,2400706560,200083849216,51060494336,73.236704159,45939597312,55925157888,408512999424,588308480
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.0,2150371603862640,2047,33897709568,1,572.836,78,100,1660,22786456,2150371993906294,"[2622421, 2627614]",0,45965856768,77176971264,45987897344,16965840896,32445517824,434962432,43802624000,149023547392,7456026624,4.0,28299264,2400714752,200083849216,51060301824,73.336765598,45939597312,55925157888,408512999424,588521472
"[{""pid"": 2622421, ""bytes"": 33296482304}]",158.5,2150371603862640,2047,33897709568,1,572.836,78,100,1661,22786599,2150372094007849,"[2622421, 2627614]",0,45965856768,77176971264,45987635200,16965840896,32445517824,434962432,43802644480,149032923136,7457107968,5.6,28299264,2400735232,200083849216,51050926080,73.436867153,45939597312,55925157888,408512999424,589234176
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.6,2150371603862640,2115,33897709568,67,572.108,78,100,1661,22786606,2150372194048961,"[2622421, 2627614]",0,45965856768,77176971264,45987897344,16965840896,32445517824,434962432,43802845184,149057900544,7457337344,4.1,28299264,2400747520,200083849216,51025948672,73.536908265,45939597312,55925157888,408512999424,589484032
"[{""pid"": 2622421, ""bytes"": 33296482304}]",119.5,2150371603862640,2115,33897709568,67,572.108,78,100,1661,22786612,2150372294116502,"[2622421, 2627614]",0,45965856768,77176971264,45988159488,16965840896,32445517824,434962432,43802849280,149057757184,7457697792,3.4,28299264,2400751616,200083849216,51026092032,73.636975806,45939597312,55925157888,408512999424,589713408
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.30000000000001,2150371603862640,2115,33897709568,67,572.108,78,100,1661,22786625,2150372394206866,"[2622421, 2627614, 2628458]",0,45965856768,77176971264,46021451776,16965840896,32445517824,434962432,43818336256,149013991424,7458443264,6.2,28299264,2400768000,200083849216,51069857792,73.73706617,45939597312,55925157888,409218093056,590118912
"[{""pid"": 2622421, ""bytes"": 33296482304}]",160.0,2150371603862640,2115,33897709568,67,572.108,78,100,1661,22786775,2150372494316346,"[2622421, 2627614]",0,45965856768,77176971264,45988167680,16965840896,32445517824,434962432,43802574848,149105070080,7459201024,7.5,28299264,2400817152,200083849216,50978779136,73.83717565,45939597312,55925157888,408512999424,590999552
"[{""pid"": 2622421, ""bytes"": 33296482304}]",101.0,2150371603862640,2115,33897709568,67,572.108,78,100,1661,22786781,2150372594400338,"[2622421, 2627614]",0,45965856768,77176971264,45988167680,16965840896,32445517824,434962432,43802603520,149087682560,7459827712,4.1,28299264,2400833536,200083849216,50996166656,73.937259642,45939597312,55925157888,408512999424,591257600
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.0,2150372694480813,2115,33897709568,73,574.737,81,98,1661,22786797,2150372694480813,"[2622421, 2627614]",0,45966561280,77176971264,45988429824,16965840896,32445517824,434962432,43802746880,149088444416,7460573184,5.7,28299264,2400854016,200083849216,50995404800,74.037340117,45940301824,55925157888,408512999424,591482880
"[{""pid"": 2622421, ""bytes"": 33296482304}]",205.2,2150372694480813,2115,33897709568,73,574.737,81,98,1661,22786797,2150372879103359,"[2622421, 2627614]",0,45966561280,77176971264,45988954112,16965840896,32445517824,434962432,43802746880,149088444416,7460573184,6.7,28299264,2400854016,200083849216,50995404800,74.221962663,45940301824,55925157888,408512999424,591712256
"[{""pid"": 2622421, ""bytes"": 33296482304}]",179.8,2150372694480813,2115,33897709568,73,574.737,81,98,1662,22786940,2150372979198763,"[2622421, 2627614]",0,45966561280,77176971264,45988904960,16965840896,32445517824,434962432,43802800128,149089308672,7461453824,5.9,28299264,2400874496,200083849216,50994540544,74.322058067,45940301824,55925157888,408512999424,592506880
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.5,2150372694480813,2115,33897709568,73,574.737,81,98,1662,22786946,2150373079290660,"[2622421, 2627614]",0,45966561280,77176971264,45988118528,16965840896,32445517824,434962432,43802943488,149114552320,7461883904,3.5,28299264,2400882688,200083849216,50969296896,74.422149964,45940301824,55925157888,408512999424,592760832
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.1,2150372694480813,2032,33897709568,4,575.709,81,100,1662,22786953,2150373179382476,"[2622421, 2627614]",0,45966561280,77176971264,45988380672,16965840896,32445517824,434962432,43803287552,149123133440,7462117376,4.1,28299264,2400899072,200083849216,50960715776,74.52224178,45940301824,55925157888,408512999424,592986112
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.7,2150372694480813,2032,33897709568,4,575.709,81,100,1662,22786959,2150373279468623,"[2622421, 2627614]",0,45966561280,77176971264,45988380672,16965840896,32445517824,434962432,43803971584,149123584000,7462342656,3.7,28299264,2400907264,200083849216,50960265216,74.622327927,45940301824,55925157888,408512999424,593182720
"[{""pid"": 2622421, ""bytes"": 33296482304}]",169.2,2150372694480813,2032,33897709568,4,575.709,81,100,1662,22787100,2150373379557143,"[2622421, 2627614]",0,45966561280,77176971264,45989167104,16965840896,32445517824,434962432,43803992064,149124403200,7463161856,5.6,28299264,2400927744,200083849216,50959446016,74.722416447,45940301824,55925157888,408512999424,593883136
"[{""pid"": 2622421, ""bytes"": 33296482304}]",99.2,2150372694480813,2032,33897709568,4,575.709,81,100,1662,22787110,2150373479677784,"[2622421, 2627614, 2628465]",0,45966561280,77176971264,46060208128,16965840896,32445517824,434962432,43857264640,149075398656,7463391232,4.6,28299264,2400935936,200083849216,51008450560,74.822537088,45940301824,55925157888,409218093056,594141184
"[{""pid"": 2622421, ""bytes"": 33296482304}]",108.1,2150372694480813,2032,33897709568,4,575.709,81,100,1662,22787120,2150373579813473,"[2622421, 2627614, 2628470]",0,45966561280,77176971264,46198620160,16965840896,32445517824,434962432,43995926528,149050339328,7463878656,6.7,28299264,2400944128,200083849216,51033509888,74.922672777,45940301824,55925157888,409218269184,594571264
"[{""pid"": 2622421, ""bytes"": 33296482304}]",101.9,2150372694480813,2017,33897709568,1,574.321,82,100,1663,22787128,2150373679878480,"[2622421, 2627614]",0,45966561280,77176971264,45988409344,16965840896,32445517824,434962432,43803627520,149001048064,7464693760,4.2,28299264,2400960512,200083849216,51082801152,75.022737784,45940301824,55925157888,408512999424,594968576
"[{""pid"": 2622421, ""bytes"": 33296482304}]",171.1,2150373779944919,2017,33897709568,1,574.321,82,100,1663,22787281,2150373779944919,"[2622421, 2627614]",0,45966745600,77176971264,45989195776,16965840896,32445517824,434962432,43803652096,149001457664,7466065920,6.5,28299264,2400997376,200083849216,51082391552,75.122804223,45940486144,55925157888,408512999424,595730432
"[{""pid"": 2622421, ""bytes"": 33296482304}]",205.39999999999998,2150373779944919,2017,33897709568,1,574.321,82,100,1663,22787282,2150373964481634,"[2622421, 2627614]",0,45966745600,77176971264,45989195776,16965840896,32445517824,434962432,43803652096,149001457664,7466065920,6.7,28299264,2400997376,200083849216,51082391552,75.307340938,45940486144,55925157888,408512999424,595931136
"[{""pid"": 2622421, ""bytes"": 33296482304}]",99.8,2150373779944919,2017,33897709568,1,574.321,82,100,1663,22787288,2150374064550798,"[2622421, 2627614]",0,45966745600,77176971264,45989457920,16965840896,32445517824,434962432,43803828224,149010100224,7466459136,4.0,28299264,2401009664,200083849216,51073748992,75.407410102,45940486144,55925157888,408512999424,596213760
"[{""pid"": 2622421, ""bytes"": 33296482304}]",160.4,2150373779944919,2032,33897709568,5,572.98,78,100,1664,22787429,2150374164649447,"[2622421, 2627614]",0,45966745600,77176971264,45988233216,16965840896,32445517824,434962432,43803832320,149021511680,7467077632,5.3,28299264,2401026048,200083849216,51062337536,75.507508751,45940486144,55925157888,408512999424,596971520
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.0,2150373779944919,2032,33897709568,5,572.98,78,100,1664,22787434,2150374264720154,"[2622421, 2627614]",0,45966745600,77176971264,45988495360,16965840896,32445517824,434962432,43804221440,149030502400,7467773952,4.0,28299264,2401042432,200083849216,51053346816,75.607579458,45940486144,55925157888,408512999424,597213184
"[{""pid"": 2622421, ""bytes"": 33296482304}]",101.3,2150373779944919,2032,33897709568,5,572.98,78,100,1664,22787440,2150374364776013,"[2622421, 2627614]",0,45966745600,77176971264,45988757504,16965840896,32445517824,434962432,43804250112,149030694912,7467999232,3.8,28299264,2401050624,200083849216,51053154304,75.707635317,45940486144,55925157888,408512999424,597483520
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.8,2150373779944919,2032,33897709568,5,572.98,78,100,1664,22787448,2150374464851890,"[2622421, 2627614]",0,45966745600,77176971264,45988757504,16965840896,32445517824,434962432,43804270592,149031006208,7468265472,4.0,28299264,2401054720,200083849216,51052843008,75.807711194,45940486144,55925157888,408512999424,597696512
"[{""pid"": 2622421, ""bytes"": 33296482304}]",178.9,2150373779944919,2032,33897709568,5,572.98,78,100,1664,22787566,2150374564952183,"[2622421, 2627614]",0,45966745600,77176971264,45989543936,16965840896,32445517824,434962432,43810111488,149017890816,7469043712,6.5,28299264,2401071104,200083849216,51065958400,75.907811487,45940486144,55925157888,408512999424,598274048
"[{""pid"": 2622421, ""bytes"": 33296482304}]",99.3,2150373779944919,2100,33897709568,73,573.321,76,100,1664,22787597,2150374665059379,"[2622421, 2627614, 2628478]",0,45966745600,77176971264,46241726464,16965840896,32445517824,434962432,44036677632,148855177216,7469309952,7.1,28299264,2401083392,200083849216,51228672000,76.007918683,45940486144,55925157888,409328414720,598626304
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.2,2150373779944919,2100,33897709568,73,573.321,76,100,1664,22787613,2150374765160222,"[2622421, 2627614]",0,45966745600,77176971264,45989543936,16965840896,32445517824,434962432,43804643328,148714119168,7470133248,6.3,28299264,2401112064,200083849216,51369730048,76.108019526,45940486144,55925157888,408512999424,599130112
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.4,2150374865248903,2100,33897709568,73,573.321,76,100,1665,22787766,2150374865248903,"[2622421, 2627614]",0,45966893056,77176971264,45989806080,16965840896,32445517824,434962432,43804512256,148715368448,7471435776,6.6,28299264,2401144832,200083849216,51368480768,76.208108207,45940633600,55925157888,408512999424,599388160
"[{""pid"": 2622421, ""bytes"": 33296482304}]",235.0,2150374865248903,2100,33897709568,73,573.321,76,100,1665,22787767,2150375056300746,"[2622421, 2627614]",0,45966893056,77176971264,45989806080,16965840896,32445517824,434962432,43804569600,148723748864,7471566848,0.0,28299264,2401144832,200083849216,51360100352,76.39916005,45940633600,55925157888,408512999424,600137728
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.1,2150374865248903,2107,33897709568,55,577.377,82,98,1665,22787773,2150375156361033,"[2622421, 2627614]",0,45966893056,77176971264,45990068224,16965840896,32445517824,434962432,43804598272,148727599104,7471763456,3.7,28299264,2401153024,200083849216,51356250112,76.499220337,45940633600,55925157888,408512999424,600424448
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.0,2150374865248903,2107,33897709568,55,577.377,82,98,1665,22787779,2150375256441158,"[2622421, 2627614]",0,45966893056,77176971264,45989089280,16965840896,32445517824,434962432,43804614656,148739014656,7471955968,3.8,28299264,2401157120,200083849216,51344834560,76.599300462,45940633600,55925157888,408512999424,600645632
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.7,2150374865248903,2107,33897709568,55,577.377,82,98,1665,22787785,2150375356478111,"[2622421, 2627614]",0,45966893056,77176971264,45989351424,16965840896,32445517824,434962432,43804639232,148739321856,7472549888,3.5,28299264,2401169408,200083849216,51344527360,76.699337415,45940633600,55925157888,408512999424,600887296
"[{""pid"": 2622421, ""bytes"": 33296482304}]",169.9,2150374865248903,2107,33897709568,55,577.377,82,98,1665,22787928,2150375456586098,"[2622421, 2627614]",0,45966893056,77176971264,45989875712,16965840896,32445517824,434962432,43804655616,148739710976,7472906240,6.5,28299264,2401181696,200083849216,51344138240,76.799445402,45940633600,55925157888,408512999424,601554944
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.6,2150374865248903,2107,33897709568,55,577.377,82,98,1665,22787934,2150375556677144,"[2622421, 2627614]",0,45966893056,77176971264,45990137856,16965840896,32445517824,434962432,43804663808,148739899392,7473102848,3.7,28299264,2401185792,200083849216,51343949824,76.899536448,45940633600,55925157888,408512999424,601649152
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.1,2150374865248903,2032,33897709568,1,576.94,82,100,1665,22787942,2150375656763079,"[2622421, 2627614]",0,45966893056,77176971264,45990137856,16965840896,32445517824,434962432,43804688384,148740030464,7473233920,3.8,28299264,2401189888,200083849216,51343818752,76.999622383,45940633600,55925157888,408512999424,601800704
"[{""pid"": 2622421, ""bytes"": 33296482304}]",99.7,2150374865248903,2032,33897709568,1,576.94,82,100,1665,22787947,2150375756848745,"[2622421, 2627614]",0,45966893056,77176971264,45990137856,16965840896,32445517824,434962432,43804696576,148740407296,7473557504,3.7,28299264,2401198080,200083849216,51343441920,77.099708049,45940633600,55925157888,408512999424,601919488
"[{""pid"": 2622421, ""bytes"": 33296482304}]",168.3,2150374865248903,2032,33897709568,1,576.94,82,100,1666,22788095,2150375856954397,"[2622421, 2627614, 2628494]",0,45966893056,77176971264,46005919744,16965840896,32445517824,434962432,43807301632,148978503680,7474741248,8.0,28299264,2401210368,200083849216,51105345536,77.199813701,45940633600,55925157888,409014071296,602755072
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.30000000000001,2150375957095096,2025,33897709568,1,574.011,82,100,1666,22788118,2150375957095096,"[2622421, 2627614]",0,45967151104,77176971264,45989404672,16965840896,32445517824,434962432,43804876800,149124845568,7476084736,6.5,28299264,2401284096,200083849216,50959003648,77.2999544,45940891648,55925157888,408512999424,603131904
"[{""pid"": 2622421, ""bytes"": 33296482304}]",206.89999999999998,2150375957095096,2025,33897709568,1,574.011,82,100,1666,22788118,2150376146402547,"[2622421, 2627614]",0,45967151104,77176971264,45989666816,16965840896,32445517824,434962432,43804876800,149124845568,7476084736,6.3,28299264,2401284096,200083849216,50959003648,77.489261851,45940891648,55925157888,408512999424,603426816
"[{""pid"": 2622421, ""bytes"": 33296482304}]",159.2,2150375957095096,2025,33897709568,1,574.011,82,100,1667,22788259,2150376246507308,"[2622421, 2627614]",0,45967151104,77176971264,45989691392,16965840896,32445517824,434962432,43804917760,149133762560,7476965376,5.9,28299264,2401308672,200083849216,50950086656,77.589366612,45940891648,55925157888,408512999424,604213248
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.8,2150375957095096,2025,33897709568,1,574.011,82,100,1667,22788266,2150376346598644,"[2622421, 2627614]",0,45967151104,77176971264,45989953536,16965840896,32445517824,434962432,43804950528,149134135296,7477329920,3.5,28299264,2401312768,200083849216,50949713920,77.689457948,45940891648,55925157888,408512999424,604479488
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.3,2150375957095096,2025,33897709568,1,574.011,82,100,1667,22788273,2150376446687505,"[2622421, 2627614]",0,45967151104,77176971264,45990215680,16965840896,32445517824,434962432,43804975104,149134356480,7477489664,4.1,28299264,2401325056,200083849216,50949492736,77.789546809,45940891648,55925157888,408512999424,604721152
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.6,2150375957095096,2025,33897709568,1,574.011,82,100,1667,22788279,2150376546776567,"[2622421, 2627614]",0,45967151104,77176971264,45989429248,16965840896,32445517824,434962432,43821506560,149133643776,7477583872,4.3,28299264,2401325056,200083849216,50950205440,77.889635871,45940891648,55925157888,408512999424,604880896
"[{""pid"": 2622421, ""bytes"": 33296482304}]",169.1,2150375957095096,2040,33897709568,21,572.501,77,100,1667,22788420,2150376646874365,"[2622421, 2627614]",0,45967151104,77176971264,45990215680,16965840896,32445517824,434962432,43804823552,149146603520,7478665216,5.7,28299264,2401353728,200083849216,50937245696,77.989733669,45940891648,55925157888,408512999424,605581312
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.3,2150375957095096,2040,33897709568,21,572.501,77,100,1667,22788426,2150376746957715,"[2622421, 2627614]",0,45967151104,77176971264,45990215680,16965840896,32445517824,434962432,43804848128,149147041792,7479123968,4.1,28299264,2401361920,200083849216,50936807424,78.089817019,45940891648,55925157888,408512999424,605814784
"[{""pid"": 2622421, ""bytes"": 33296482304}]",99.9,2150375957095096,2040,33897709568,21,572.501,77,100,1667,22788432,2150376847041778,"[2622421, 2627614]",0,45967151104,77176971264,45990477824,16965840896,32445517824,434962432,43804872704,149147291648,7479386112,3.4,28299264,2401366016,200083849216,50936557568,78.189901082,45940891648,55925157888,408512999424,606044160
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.3,2150375957095096,2040,33897709568,21,572.501,77,100,1667,22788442,2150376947117704,"[2622421, 2627614, 2628501]",0,45967151104,77176971264,46064926720,16965840896,32445517824,434962432,43861889024,149083615232,7479676928,4.7,28299264,2401374208,200083849216,51000233984,78.289977008,45940891648,55925157888,409218093056,606265344
"[{""pid"": 2622421, ""bytes"": 33296482304}]",176.29999999999998,2150377047252452,2100,33897709568,82,573.999,80,98,1668,22788603,2150377047252452,"[2622421, 2627614, 2628506]",0,45968003072,77176971264,46166708224,16965840896,32445517824,434962432,43805102080,149250281472,7481024512,7.7,28299264,2401402880,200083849216,50833567744,78.390111756,45941743616,55925157888,409218269184,607137792
"[{""pid"": 2622421, ""bytes"": 33296482304}]",200.0,2150377047252452,2100,33897709568,82,573.999,80,98,1668,22788603,2150377238141077,"[2622421, 2627614]",0,45968003072,77176971264,45989679104,16965840896,32445517824,434962432,43805102080,149250281472,7481024512,11.8,28299264,2401402880,200083849216,50833567744,78.581000381,45941743616,55925157888,408512999424,607543296
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.4,2150377047252452,2100,33897709568,82,573.999,80,98,1668,22788610,2150377338225540,"[2622421, 2627614]",0,45968003072,77176971264,45990203392,16965840896,32445517824,434962432,43805138944,149250867200,7481843712,3.5,28299264,2401415168,200083849216,50832982016,78.681084844,45941743616,55925157888,408512999424,607838208
"[{""pid"": 2622421, ""bytes"": 33296482304}]",128.2,2150377047252452,2100,33897709568,82,573.999,80,98,1668,22788622,2150377438306987,"[2622421, 2627614]",0,45968003072,77176971264,45990465536,16965840896,32445517824,434962432,43805163520,149251063808,7482068992,5.2,28299264,2401423360,200083849216,50832785408,78.781166291,45941743616,55925157888,408512999424,608067584
"[{""pid"": 2622421, ""bytes"": 33296482304}]",151.2,2150377047252452,2100,33897709568,82,573.999,80,98,1668,22788759,2150377538376773,"[2622421, 2627614]",0,45968003072,77176971264,45991251968,16965840896,32445517824,434962432,43805192192,149252161536,7482880000,4.7,28299264,2401435648,200083849216,50831687680,78.881236077,45941743616,55925157888,408512999424,608829440
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.6,2150377047252452,2062,33897709568,52,575.746,82,100,1668,22788765,2150377638456206,"[2622421, 2627614]",0,45968003072,77176971264,45990465536,16965840896,32445517824,434962432,43805216768,149252288512,7482982400,3.5,28299264,2401439744,200083849216,50831560704,78.98131551,45941743616,55925157888,408512999424,609071104
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.8,2150377047252452,2062,33897709568,52,575.746,82,100,1668,22788771,2150377738542683,"[2622421, 2627614]",0,45968003072,77176971264,45990465536,16965840896,32445517824,434962432,43805237248,149252874240,7483535360,3.7,28299264,2401452032,200083849216,50830974976,79.081401987,45941743616,55925157888,408512999424,609255424
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.0,2150377047252452,2062,33897709568,52,575.746,82,100,1668,22788777,2150377838620934,"[2622421, 2627614]",0,45968003072,77176971264,45990727680,16965840896,32445517824,434962432,43805261824,149252812800,7483760640,3.8,28299264,2401460224,200083849216,50831036416,79.181480238,45941743616,55925157888,408512999424,609439744
"[{""pid"": 2622421, ""bytes"": 33296482304}]",158.6,2150377047252452,2062,33897709568,52,575.746,82,100,1669,22788919,2150377938723070,"[2622421, 2627614]",0,45968003072,77176971264,45990461440,16965840896,32445517824,434962432,43805278208,149253644288,7484600320,6.2,28299264,2401468416,200083849216,50830204928,79.281582374,45941743616,55925157888,408512999424,610111488
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.5,2150377047252452,2062,33897709568,52,575.746,82,100,1669,22788925,2150378038778899,"[2622421, 2627614]",0,45968003072,77176971264,45990461440,16965840896,32445517824,434962432,43805302784,149253959680,7484862464,3.8,28299264,2401476608,200083849216,50829889536,79.381638203,45941743616,55925157888,408512999424,610349056
"[{""pid"": 2622421, ""bytes"": 33296482304}]",126.30000000000001,2150378138922453,1995,33897709568,1,577.78,82,100,1670,22789087,2150378138922453,"[2622421, 2627614, 2628511]",0,45968097280,77176971264,46236876800,16965840896,32445517824,434962432,43805536256,149300547584,7486550016,7.9,28299264,2401579008,200083849216,50783301632,79.481781757,45941837824,55925157888,409236393984,610582528
"[{""pid"": 2622421, ""bytes"": 33296482304}]",231.60000000000002,2150378138922453,1995,33897709568,1,577.78,82,100,1670,22789087,2150378335660634,"[2622421, 2627614]",0,45968097280,77176971264,45989642240,16965840896,32445517824,434962432,43805536256,149300547584,7486550016,6.2,28299264,2401579008,200083849216,50783301632,79.678519938,45941837824,55925157888,408512999424,611639296
"[{""pid"": 2622421, ""bytes"": 33296482304}]",109.1,2150378138922453,1995,33897709568,1,577.78,82,100,1670,22789094,2150378435735359,"[2622421, 2627614]",0,45968097280,77176971264,45989904384,16965840896,32445517824,434962432,43805532160,149301506048,7487238144,3.7,28299264,2401591296,200083849216,50782343168,79.778594663,45941837824,55925157888,408512999424,611926016
"[{""pid"": 2622421, ""bytes"": 33296482304}]",91.3,2150378138922453,1995,33897709568,1,577.78,82,100,1670,22789100,2150378535795656,"[2622421, 2627614]",0,45968097280,77176971264,45990166528,16965840896,32445517824,434962432,43810721792,149297950720,7487594496,4.1,28299264,2401599488,200083849216,50785898496,79.87865496,45941837824,55925157888,408512999424,612208640
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.1,2150378138922453,2040,33897709568,1,574.279,80,100,1670,22789106,2150378635850133,"[2622421, 2627614]",0,45968097280,77176971264,45990428672,16965840896,32445517824,434962432,43806048256,149308055552,7487823872,4.1,28299264,2401603584,200083849216,50775793664,79.978709437,45941837824,55925157888,408512999424,612417536
"[{""pid"": 2622421, ""bytes"": 33296482304}]",178.70000000000002,2150378138922453,2040,33897709568,1,574.279,80,100,1670,22789247,2150378735925939,"[2622421, 2627614]",0,45968097280,77176971264,45991215104,16965840896,32445517824,434962432,43806060544,149306687488,7488512000,5.9,28299264,2401624064,200083849216,50777161728,80.078785243,45941837824,55925157888,408512999424,613068800
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.2,2150378138922453,2040,33897709568,1,574.279,80,100,1670,22789253,2150378835980286,"[2622421, 2627614]",0,45968097280,77176971264,45990273024,16965840896,32445517824,434962432,43806085120,149306843136,7488606208,3.5,28299264,2401628160,200083849216,50777006080,80.17883959,45941837824,55925157888,408512999424,613294080
"[{""pid"": 2622421, ""bytes"": 33296482304}]",100.0,2150378138922453,2040,33897709568,1,574.279,80,100,1670,22789261,2150378936044110,"[2622421, 2627614]",0,45968097280,77176971264,45990535168,16965840896,32445517824,434962432,43806109696,149307215872,7489294336,4.0,28299264,2401640448,200083849216,50776633344,80.278903414,45941837824,55925157888,408512999424,613507072
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.1,2150378138922453,2040,33897709568,1,574.279,80,100,1670,22789267,2150379036110909,"[2622421, 2627614]",0,45968097280,77176971264,45990535168,16965840896,32445517824,434962432,43806232576,149315850240,7489654784,3.8,28299264,2401648640,200083849216,50767998976,80.378970213,45941837824,55925157888,408512999424,613699584
"[{""pid"": 2622421, ""bytes"": 33296482304}]",156.9,2150378138922453,2070,33897709568,38,573.145,77,100,1671,22789409,2150379136196124,"[2622421, 2627614]",0,45968097280,77176975360,45990498304,16965840896,32445517824,434962432,43806244864,149325766656,7490392064,5.8,28299264,2401652736,200083849216,50758082560,80.479055428,45941837824,55925157888,408512999424,614359040
"[{""pid"": 2622421, ""bytes"": 33296482304}]",111.5,2150379236286929,2070,33897709568,38,573.145,77,100,1671,22789438,2150379236286929,"[2622421, 2627614]",0,45968764928,77176975360,45990760448,16965840896,32445517824,434962432,43805941760,149181665280,7491563520,7.2,28299264,2401693696,200083849216,50902183936,80.579146233,45942505472,55925157888,408512999424,614637568
"[{""pid"": 2622421, ""bytes"": 33296482304}]",201.2,2150379236286929,2070,33897709568,38,573.145,77,100,1671,22789438,2150379434734125,"[2622421, 2627614]",0,45968764928,77176975360,45991546880,16965840896,32445517824,434962432,43805941760,149181665280,7491563520,11.8,28299264,2401693696,200083849216,50902183936,80.777593429,45942505472,55925157888,408512999424,615161856
"[{""pid"": 2622421, ""bytes"": 33296482304}]",169.7,2150379236286929,2070,33897709568,38,573.145,77,100,1671,22789582,2150379534833566,"[2622421, 2627614]",0,45968764928,77176975360,45991546880,16965840896,32445517824,434962432,43805868032,149182365696,7492251648,5.6,28299264,2401714176,200083849216,50901483520,80.87769287,45942505472,55925157888,408512999424,615968768
"[{""pid"": 2622421, ""bytes"": 33296482304}]",110.89999999999999,2150379236286929,2130,33897709568,82,575.002,81,98,1671,22789587,2150379634893292,"[2622421, 2627614]",0,45968764928,77176975360,45991546880,16965840896,32445517824,434962432,43805896704,149183123456,7493070848,3.8,28299264,2401730560,200083849216,50900725760,80.977752596,45942505472,55925157888,408512999424,616218624
"[{""pid"": 2622421, ""bytes"": 33296482304}]",99.9,2150379236286929,2130,33897709568,82,575.002,81,98,1671,22789593,2150379734980460,"[2622421, 2627614]",0,45968764928,77176975360,45991809024,16965840896,32445517824,434962432,43805921280,149183381504,7493296128,3.8,28299264,2401738752,200083849216,50900467712,81.077839764,45942505472,55925157888,408512999424,616431616
