phase_id,phase,metric,domain,mean,p95,peak,coverage_pct
22,node/CreateVideo,tensor_active,Host,0.0,0.0,0.0,100.0
22,node/CreateVideo,dram_read,Host,1.0,1.0,1.0,100.0
22,node/CreateVideo,dram_write,Host,35.0,35.0,35.0,100.0
22,node/CreateVideo,gpc_clock,Host,2872.450909,2872.450909,2872.450909,100.0
22,node/CreateVideo,pcie_rx,Host,0.0,0.0,0.0,100.0
22,node/CreateVideo,pcie_tx,Host,1.0,1.0,1.0,100.0
23,node/SaveVideo,rss_bytes,Host,,,54288453632,
23,node/SaveVideo,pss_bytes,Host,,,53999730688,
23,node/SaveVideo,uss_bytes,Host,,,53973405696,
23,node/SaveVideo,system_used_bytes,Host,,,60421562368,
23,node/SaveVideo,system_cached_bytes,Host,,,9342058496,
23,node/SaveVideo,gpu_memory_bytes,Host,,,21079916544,
23,node/SaveVideo,cpu_percent,Host,,,1084.2,
23,node/SaveVideo,system_cpu_percent,Host,,,51.4,
23,node/SaveVideo,gpu_power_w,Host,,,244.647,
23,node/SaveVideo,gpu_temp_c,Host,,,69,
23,node/SaveVideo,swap_used_bytes,Host,,,434962432,
23,node/SaveVideo,disk_reads,Host,,,40579862528,
23,node/SaveVideo,sm_active,Host,0.0,0.0,0.0,100.0
23,node/SaveVideo,tensor_active,Host,0.0,0.0,0.0,100.0
23,node/SaveVideo,dram_read,Host,0.00617628997648471,0.0,1.0,100.0
23,node/SaveVideo,dram_write,Host,0.01709215010946437,0.0,35.0,100.0
23,node/SaveVideo,gpc_clock,Host,2473.0023793510536,2872.761818,2886.261818,100.0
23,node/SaveVideo,pcie_rx,Host,0.02733444426725172,0.0,1.0,100.0
23,node/SaveVideo,pcie_tx,Host,1.0,1.0,1.0,100.0
24,final_export,rss_bytes,Host,,,34571268096,
24,final_export,pss_bytes,Host,,,34506476544,
24,final_export,uss_bytes,Host,,,34479005696,
24,final_export,system_used_bytes,Host,,,40817291264,
24,final_export,system_cached_bytes,Host,,,9541337088,
24,final_export,gpu_memory_bytes,Host,,,20637417472,
24,final_export,cpu_percent,Host,,,2737.9,
24,final_export,system_cpu_percent,Host,,,83.3,
24,final_export,gpu_power_w,Host,,,154.781,
24,final_export,gpu_temp_c,Host,,,63,
24,final_export,swap_used_bytes,Host,,,434962432,
24,final_export,disk_reads,Host,,,40609443840,
24,final_export,sm_active,Host,0.0,0.0,0.0,100.0
24,final_export,tensor_active,Host,0.0,0.0,0.0,100.0
24,final_export,dram_read,Host,0.0052756560020029986,0.0,1.0,100.0
24,final_export,dram_write,Host,0.024656071092716583,0.0,1.0,100.0
24,final_export,gpc_clock,Host,2415.2894024956336,2422.272727,2422.956364,100.0
24,final_export,pcie_rx,Host,0.021008789414394193,0.0,1.0,100.0
24,final_export,pcie_tx,Host,1.0,1.0,1.0,100.0
